小区编号,小区面积,300m公交站点计数,300m站点密度,300m地铁站数量,300m地铁站点密度,地铁站周围300m公交线路数,:地铁站周围500m公交线路数,支路长度（m）,次干道长度（m）,主干道长度（m）,快速路长度（m）,总长（m）,支路密度（km/km2）,次干道密度(km/km2),主干道密度(km/km2),快速路密度(km/km2),总道路密度(km/km2),快线长度（m）,普通线长度（m）,晚班车长度（m）,支线长度（m）,住宅POI集聚水平（签到次数/km2）,政府机构POI集聚水平（签到次数/km2）,娱乐POI集聚水平（签到次数/km2）,未知分类POI集聚水平（签到次数/km2）,旅游景点POI集聚水平（签到次数/km2）,酒店宾馆POI集聚水平（签到次数/km2）,金融POI集聚水平（签到次数/km2）,教育POI集聚水平（签到次数/km2）,交通设施POI集聚水平（签到次数/km2）,地点标志POI集聚水平（签到次数/km2）,飞机场POI集聚水平（签到次数/km2）,公共设施POI集聚水平（签到次数/km2）,公司POI集聚水平（签到次数/km2）,购物POI集聚水平（签到次数/km2）,公交线路长度（m）,公交线路密度（km/km2）,公交线网长度,公交线网密度(km/km2),轨道线路长度,轨道线网密度(km/km2),建成环境FAC1_1,建成环境FAC2_1,建成环境FAC3_1,建成环境综合评分,人口（人）,人口密度（人/km2）,小汽车可达性（分钟）,公交可达性（分钟）,延时指数,300m内公交站300m服务面积,餐饮300m内公交站服务范围内POI（签到次数/km2）,地点标志300m内公交站服务范围内POI（签到次数/km2）,飞机场300m内公交站服务范围内POI（签到次数/km2）,公共设施300m内公交站服务范围内POI（签到次数/km2）,公司300m内公交站服务范围内POI（签到次数/km2）,购物300m内公交站服务范围内POI（签到次数/km2）,交通设施300m内公交站服务范围内POI（签到次数/km2）,教育300m内公交站服务范围内POI（签到次数/km2）,金融300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆300m内公交站服务范围内POI（签到次数/km2）,旅游景点300m内公交站服务范围内POI（签到次数/km2）,未知分类300m内公交站服务范围内POI（签到次数/km2）,娱乐300m内公交站服务范围内POI（签到次数/km2）,政府机构300m内公交站服务范围内POI（签到次数/km2）,住宅300m内公交站服务范围内POI（签到次数/km2）,餐饮集聚300m内公交站服务范围内POI（签到次数/km2）,地点标志集聚300m内公交站服务范围内POI（签到次数/km2）,飞机场集聚300m内公交站服务范围内POI（签到次数/km2）,公共设施集聚300m内公交站服务范围内POI（签到次数/km2）,公司集聚300m内公交站服务范围内POI（签到次数/km2）,购物集聚300m内公交站服务范围内POI（签到次数/km2）,交通设施集聚300m内公交站服务范围内POI（签到次数/km2）,教育集聚300m内公交站服务范围内POI（签到次数/km2）,金融集聚300m内公交站服务范围内POI（签到次数/km2）,酒店宾馆集聚300m内公交站服务范围内POI（签到次数/km2）,旅游景点集聚300m内公交站服务范围内POI（签到次数/km2）,未知分类集聚300m内公交站服务范围内POI（签到次数/km2）,娱乐集聚300m内公交站服务范围内POI（签到次数/km2）,政府机构集聚300m内公交站服务范围内POI（签到次数/km2）,住宅集聚300m内公交站服务范围内POI（签到次数/km2）,FAC1_1公交站点服务范围,FAC2_1公交站点服务范围,FAC3_1公交站点服务范围,,0时签到总数,1时签到总数,2时签到总数,3时签到总数,4时签到总数,5时签到总数,6时签到总数,7时签到总数,8时签到总数,9时签到总数,10时签到总数,11时签到总数,12时签到总数,13时签到总数,14时签到总数,15时签到总数,16时签到总数,17时签到总数,18时签到总数,19时签到总数,20时签到总数,21时签到总数,22时签到总数,23时签到总数,签到总数总计
171,3.204765,,,,,,,0,0,0,2760.56491,2760.56491,0,0,0,0.861393865,0.861393865,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,3218.971253,10704.22177,3.325354882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2.175552,26,11.95098991,1,0.459653458,8,9,994.0251656,5081.550843,1638.750814,0,7714.326823,0.456907105,2.335752417,0.753257479,0,3.545917001,1685.678895,5448.254382,4837.704454,1571.311839,170.9910864,0,17.00717795,154.4435619,0,108.9378696,1.838613832,66.64975142,217.4160857,968.0301827,0,254.1883623,65.7304445,22.52301945,108701.733,49.96512749,5224.188962,2.401316522,1624.431905,0.746675742,-0.303587986,0.017011834,0.237197973,-0.113929184,47645.64271,21900.48443,3229.145833,10369.21985,3.211133961,3.2132235,126,2117,,534,180,67,491,570,4,680,8,333,59,,760,39.21295858,658.8399469,0,166.188253,56.01851225,20.85133512,152.8060529,177.3919555,1.244855828,211.6254907,2.489711656,103.6342477,18.36162346,0,236.5226073,-0.324273876,0.094101262,-0.040352516,-0.181172246,338,191,115,34,36,15,35,62,97,159,174,247,240,219,207,204,217,205,223,213,282,287,354,399,4553
173,0.670222,12,17.90451522,0,0,,,0,0,2280.325185,0,2280.325185,0,0,3.402343082,0,3.402343082,2211.523741,2412.163334,2353.936373,1202.432411,1.492042935,0,19.39655816,50.72945979,1.492042935,11.93634348,0,1.492042935,126.8236495,1.492042935,0,305.8688017,16.41247229,8.95225761,118448.5768,176.7303622,1679.645906,2.506103807,,,-0.385863887,0.044192521,-0.154256115,-0.2346247,10175.14189,15181.74857,1915.842593,7253.666667,3.7861496,1.9955395,404,779,,62,42,233,281,16,2,14,1,341,81,2,294,202.4515175,390.3706241,0,31.06929229,21.04693994,116.7604049,140.8140505,8.017881881,1.002235235,7.015646646,0.501117618,170.8811076,40.59052702,1.002235235,147.3285796,-0.369922445,-0.268179522,-0.127351806,-0.301832818,18,5,5,2,1,4,13,23,60,77,35,19,9,8,9,8,5,7,9,12,9,7,9,15,369
174,0.746999,13,17.40296841,0,0,,,3118.291271,0,0,0,3118.291271,4.17442496,0,0,0,4.17442496,18.87861011,2012.887258,0,846.4907446,136.5463675,2.677379756,2.677379756,37.48331658,0,2.677379756,0,1.338689878,2.677379756,33.46724694,0,1.338689878,73.62794328,12.0482089,29431.55975,39.39973113,3122.537094,4.180108801,,,-0.352787137,-0.277273148,0.29391288,-0.199612834,14433.64033,19322.16821,1968.753099,7311.42642,3.713734558,2.0076807,305,4920,,1,104,51,94,16,,15,451,266,84,2,720,151.9165871,2450.588881,0,0.498087171,51.80106578,25.40244572,46.82019407,7.969394735,0,7.471307564,224.6373141,132.4911875,41.83932236,0.996174342,358.6227631,-0.418116988,-0.106638079,-0.262936221,-0.322362721,16,4,3,2,1,0,3,5,14,14,13,11,15,18,9,14,6,16,8,13,8,18,9,28,248
175,0.887515,20,22.5348304,0,0,,,5223.34748,0,0,0,5223.34748,5.885362478,0,0,0,5.885362478,0,2839.825768,241.776427,1258.174854,1008.43366,0,95.77302919,277.1784139,508.1604255,4.506966079,2.25348304,15.77438128,243.3761683,5532.300863,0,27.04179648,65.35100815,245.6296513,38965.80012,43.90438485,3355.761133,3.7810754,,,0.005460122,-0.246236627,0.216274499,-0.010688602,24263.91268,27339.15785,2136.206861,8297.329201,3.884141256,2.2370751,425,4953,,61,71,233,234,25,2,10,452,358,131,,1041,189.9802112,2214.051732,0,27.26774796,31.73787058,104.153857,104.6008692,11.17530654,0.894024523,4.470122617,202.0495423,160.0303897,58.55860628,0,465.3397644,-0.371987146,-0.220058801,-0.17163229,-0.301365506,665,333,134,104,52,57,89,161,263,312,284,276,283,306,254,240,277,247,326,358,477,585,681,759,7523
176,0.433266,10,23.08050943,0,0,,,322.1462044,0,1695.200601,0,2017.346805,0.743529851,0,3.912609346,0,4.656139197,1322.262587,2320.019186,1701.883461,1604.088749,233.1131453,0,103.8622924,274.6580623,0,2.308050943,0,23.08050943,590.8610415,27.69661132,0,108.4783943,0,0,85632.49933,197.6441709,2214.58218,5.11136849,,,-0.292538116,-0.222016501,-0.283176589,-0.273716734,3249.067313,7499.012877,2836.507246,8508.80487,2.999747271,1.3637617,17,29,,71,2,5,256,10,2,2,1,201,88,,122,12.46552092,21.26471216,0,52.06188149,1.466531873,3.666329682,187.7160797,7.332659364,1.466531873,1.466531873,0.733265936,147.3864532,64.5274024,0,89.45844424,-0.504100824,-0.337044968,-0.027736181,-0.377320169,37,20,12,4,9,5,11,21,28,25,15,14,31,16,26,24,26,24,33,35,29,48,50,59,602
177,0.910048,21,23.0757059,1,1.098843138,21,24,1891.410228,1364.710976,3254.521177,0,6510.642381,2.07836315,1.499603291,3.576208263,0,7.154174704,1061.703543,2519.372062,1343.079294,639.2085739,61.53521572,0,9.889588241,1131.808432,0,642.8232357,3.296529414,465.9094905,1108.732726,13.18611766,0,3.296529414,41.75603924,27.47107845,57144.28569,62.7926062,1907.809556,2.096383439,2935.653697,3.225822921,0.091223218,-0.074753886,-0.005069923,0.031410735,19004.45154,20882.91117,1861.138604,6348.701361,3.411192131,2.4821918,4087,3201,,738,107,181,1057,493,14,1021,16,5830,355,6,4115,1646.528685,1289.586083,0,297.3178785,43.10706368,72.91942549,425.83333,198.6147888,5.640176557,411.3300189,6.445916065,2348.730666,143.0187627,2.417218524,1657.809038,0.809929184,-0.263219919,-0.076032032,0.412612383,217,163,104,62,49,47,45,97,142,178,159,176,155,169,137,104,112,124,139,146,193,186,217,229,3350
178,1.291422,32,24.77888715,2,1.548680447,20,21,2621.045183,767.054334,786.4708757,0,4174.570393,2.029580713,0.593961024,0.608996034,0,3.232537771,0,2568.867074,3160.492876,2013.998683,3786.523692,2.32302067,238.4967888,823.1236575,5.420381564,38.71701117,0.774340223,5.420381564,854.8716066,818.4776161,0,34.84531005,6.194721787,102.2129095,72535.15541,56.16688844,6066.205147,4.697306649,3153.902028,2.442193201,0.098506118,-0.349263348,-0.235058274,-0.078270979,35136.13714,27207.32428,1860.146817,6575.186735,3.534767619,3.2377717,4138,4689,,1335,110,176,2133,530,14,996,23,5484,444,9,6824,1278.039462,1448.21823,0,412.3206093,33.97398279,54.35837246,658.7864117,163.6928261,4.323961445,307.6189714,7.103650946,1693.757469,137.1313487,2.779689501,2107.62235,0.546010289,-0.184630321,0.185921302,0.322144989,693,524,311,175,112,70,113,135,237,313,366,404,389,378,365,356,332,398,411,454,492,607,759,843,9237
179,3.210837,32,9.966248676,1,0.311445271,19,19,4728.218241,1344.643334,2271.605722,0,8344.467297,1.472581212,0.418782808,0.70748086,0,2.59884488,1310.307636,5301.692817,1734.594431,1761.020245,241.6815304,14.0150372,13.70359193,68.20651438,9.343358134,68.51795965,0,28.0300744,18.375271,460.0046655,0,920.0093309,1.557226356,3.114452711,109564.1805,34.12324591,5153.924337,1.605165363,166.8646203,0.051969197,-0.433768013,0.714647578,-0.249449116,-0.120610873,49936.97286,15552.63405,1973.642857,7198.98594,3.647562635,4.1004996,3105,25,,419,170,53,264,339,,351,37,525,117,2,1973,757.2248026,6.096818056,0,102.1826706,41.45836278,12.92525428,64.38239867,82.67285284,0,85.59932551,9.023290723,128.0331792,28.5331085,0.487745444,481.160881,-0.012712553,-0.203297666,-0.15621328,-0.080620121,326,189,95,50,30,39,54,129,190,269,271,276,289,272,286,299,280,320,280,330,410,384,444,456,5968
180,3.756845,2,0.532361596,0,0,,,1651.636915,2497.086095,0,0,4148.72301,0.439634032,0.664676369,0,0,1.104310401,0,1585.359507,0,0,163.7011908,0,4.525073566,1.064723192,0,0,0,1.597084788,158.3775748,0.532361596,0,0.798542394,0,0,26724.64665,7.11358777,,,,,-0.366839996,-0.271898161,-0.303955533,-0.330995902,4737.899394,1261.137841,2258.420833,8819.18599,3.905023307,0.4827918,35,10,,5,10,2,,,,219,,32,21,,1,72.49501752,20.71286215,0,10.35643107,20.71286215,4.14257243,0,0,0,453.6116811,0,66.28115888,43.49701051,0,2.071286215,-0.186559833,-0.167230439,-0.225317112,-0.189903321,78,62,38,15,10,14,23,24,38,31,38,42,66,64,53,55,51,60,63,72,75,81,94,98,1245
181,6.242025,41,6.568381254,1,0.160204421,12,12,4510.696312,3266.019494,0,2954.120192,10730.836,0.72263349,0.523230761,0,0.473263114,1.719127366,0,8039.942696,257.3609122,2848.819006,195.1289846,3.524497259,6.087767992,4.325519363,0.640817683,158.6023766,0,3.684701679,26.75413828,4.966337046,0,4.485723784,4.005110521,7.52960778,78568.84818,12.58707682,8384.046196,1.343161265,1993.0585,0.319296783,-0.277245316,-0.219099807,-0.280085164,-0.263932951,30627.39873,4906.644675,1918.517526,7489.20526,3.903641827,4.9934125,259,5587,,330,43,80,1085,217,,991,6,145,168,22,3988,51.86833653,1118.874117,0,66.08706971,8.611345448,16.02110781,217.2862747,43.45725493,0,198.461473,1.201583086,29.0382579,33.6443264,4.405804648,798.6522243,-0.357444189,-0.240621205,-0.053468502,-0.274378407,203,122,55,37,18,10,30,68,94,89,92,113,122,105,93,81,83,74,121,136,196,200,225,280,2647
182,11.009114,16,1.453341295,0,0,,,9011.779922,0,1957.859192,3413.615023,14383.25414,0.818574494,0,0.177839851,0.31007173,1.306486075,3593.700178,5943.264405,3075.199608,895.6021478,232.2621057,0,3.451685576,31.42850551,0,0.363335324,0,6.267534336,0,0.90833831,0,2.270845774,0,0,173144.3439,15.72736406,10213.27245,0.927710664,1776.330686,0.161350921,-0.367818977,-0.269534353,-0.30407082,-0.330994993,18055.24363,1640.026948,2054.409278,7575.039276,3.68721041,3.3669269,238,10,,70,15,11,1776,119,1,291,2,399,42,,2070,70.68760536,2.970067452,0,20.79047217,4.455101178,3.267074198,527.4839795,35.34380268,0.297006745,86.42896286,0.59401349,118.5056913,12.4742833,0,614.8039626,-0.442312065,-0.304256023,-0.08217722,-0.343974325,214,118,38,25,16,26,30,85,86,100,119,133,138,109,118,110,140,131,125,166,198,213,280,336,3054
183,1.464112,27,18.44121215,2,1.366015715,16,26,8343.561474,2114.020383,972.3356762,0,11429.91753,5.698718045,1.443892532,0.664112907,0,7.806723484,1048.169675,4046.995122,2317.772191,1549.209199,1046.368037,0,40.29746358,73.76484859,0.683007857,311.4515829,2.732031429,1.366015715,964.4070945,1780.601484,0,59.42168359,299.1574415,512.9389008,68218.77036,46.59395618,5695.278627,3.889920052,204.4256067,0.139624296,0.153043883,-0.047041219,2.082045555,0.508218717,30975.08911,21156.22924,1641.631959,6368.468238,3.879352009,3.3907282,876,2627,,104,510,1741,2347,189,10,461,4,363,175,4,2644,258.3515836,774.7598289,0,30.6718775,150.4101685,513.4590263,692.1816971,55.74023893,2.949218991,135.9589955,1.179687596,107.0566494,51.61133234,1.179687596,779.7735012,-0.102580293,0.442569524,-0.541901911,-0.071382195,618,313,217,113,74,86,209,182,233,261,316,339,358,290,330,273,278,348,350,420,465,555,707,773,8108
184,1.120131,24,21.42606534,2,1.785505445,16,26,6350.140391,1945.785312,1932.417576,766.6000557,10994.94333,5.669105123,1.737105135,1.725171052,0.684384287,9.815765598,2085.676678,4485.170203,3436.229522,2265.575789,575.8255061,0,18.74780718,869.5411519,0,1.785505445,0.892752723,14.28404356,551.7211826,23.21157079,0,6.249269059,64.27819603,861.5063774,146431.3079,130.7269488,6472.674885,5.778498126,3427.877383,3.060246866,-0.187241631,-0.057015342,0.172530223,-0.08093053,27876.0326,24886.404,1843.575726,7430.968729,4.030736912,2.4174342,293,33,,110,78,1006,2339,171,5,299,19,1168,260,10,1999,121.2028853,13.65083691,0,45.50278969,32.26561451,416.1436948,967.5547736,70.73615489,2.068308622,123.6848556,7.859572765,483.1568942,107.5520484,4.136617245,826.9097872,-0.22800749,-0.202097197,-0.173118823,-0.2119902,229,130,81,50,27,37,47,93,145,134,167,165,138,142,148,129,127,160,161,192,193,196,248,298,3437
185,0.687844,20,29.07636034,1,1.453818017,22,36,4840.0449,0,0,0,4840.0449,7.036544478,0,0,0,7.036544478,851.4651246,1084.917416,1088.857597,778.0580134,111.9439873,5.815272068,27.62254232,85.775263,0,2.907636034,7.269090084,152.6508918,771.977367,13.08436215,0,15.99199819,7.269090084,24.71490629,53152.46412,77.27400999,1246.777729,1.812587925,577.9697928,0.840262898,-0.32200501,-0.264472856,-0.243046034,-0.291749123,17848.68274,25948.73654,1685.678645,6157.701361,3.652950922,2.6582894,917,2632,,6889,521,787,944,178,11,244,356,434,154,4,1819,344.9586791,990.1104071,0,2591.516183,195.9906999,296.0550495,355.1155867,66.96035428,4.137999422,91.78835081,133.9207086,163.2628863,57.9319919,1.504727062,684.2746316,0.414889977,2.213577256,3.146984343,1.320129155,80,21,16,16,16,42,72,20,34,24,27,30,35,30,32,24,34,29,40,40,48,49,46,68,873
186,0.680699,22,32.31971841,0,0,,,4293.467356,956.4209122,1507.442652,0,6757.33092,6.307438906,1.405057025,2.214551001,0,9.927046933,618.9673707,3304.981009,2162.334012,816.6030987,1081.241489,0,8.814468656,57.29404627,0,5.876312438,2.938156219,88.14468656,875.5705532,13.22170298,0,30.8506403,5.876312438,13.22170298,62761.19496,92.20109764,3194.052536,4.692312661,,,-0.178506405,-0.237866865,-0.264948985,-0.210763085,17247.04175,25337.25149,1713.502058,6453.784935,3.766429637,2.3363762,1290,29,,40,26,215,1188,165,3,59,5,284,41,,2741,552.1371087,12.41238462,0,17.1205305,11.12834483,92.02285146,508.479756,70.62218833,1.284039788,25.25278249,2.140066313,121.5557666,17.54854377,0,1173.184353,-0.180544727,-0.385642206,-0.151628915,-0.218448517,142,61,31,22,15,10,19,31,39,66,58,45,77,85,63,47,53,58,76,82,96,144,170,202,1692
187,2.207155,29,13.13908629,0,0,,,12294.26088,0,1581.192155,0,13875.45304,5.57018464,0,0.716393799,0,6.286578439,1.993363278,1969.27183,253.3263806,2059.884655,219.7398914,0,18.57594958,39.87033081,2.718431646,2.718431646,0.453071941,16.76366182,49.38484157,4.53071941,0,244.2057762,10.42065464,492.036128,55028.32318,24.93178919,6999.324759,3.171197655,,,-0.278418187,0.105348388,-0.234003598,-0.177359595,41680.97949,18884.48228,1746.805556,6759.506476,3.869638754,3.5809336,1083,24,,572,33,474,1244,96,1,65,6,260,74,,2977,302.4350968,6.70216281,0,159.7348803,9.215473864,132.3677155,347.395439,26.80865124,0.279256784,18.15169094,1.675540703,72.60676378,20.665002,0,831.3474453,-0.28657493,-0.26234326,0.096929985,-0.207864849,178,96,45,23,7,8,17,86,79,99,111,123,127,119,99,97,99,105,110,141,158,177,214,253,2571
188,1.095213,26,23.73967438,2,1.826128799,26,40,1157.125609,2509.400902,472.1033478,0,4138.629859,1.056530199,2.291244627,0.43106076,0,3.778835586,2277.099987,3346.642873,1502.698889,137.0366684,3563.690351,1.826128799,514.0552568,124.1767583,14.60903039,279.3977062,8.217579594,18.26128799,2652.45208,1682.777688,0,4880.329214,10.95677279,26.47886758,153330.6466,140.0007547,3651.399923,3.333963278,3105.124535,2.835178668,-0.096376364,4.642976312,0.069631534,1.071739701,11055.74729,10094.60926,1755.713552,5964.305102,3.397083252,2.6782877,771,1881,,5355,40,185,5453,2078,9,2109,18,514,653,2,5096,287.8704928,702.3143929,0,1999.411788,14.93491532,69.07398335,2036.002331,775.8688508,3.360355947,787.4434102,6.720711894,191.9136619,243.8124926,0.746745766,1902.708212,0.665843193,0.906506435,2.60182601,1.088277828,1196,741,483,242,127,118,128,298,478,482,560,634,656,784,741,637,629,688,666,707,893,1228,1291,1353,15760
189,0.924159,22,23.80542742,1,1.082064883,44,50,1873.231014,0,399.9961424,0,2273.227156,2.026957498,0,0.432821779,0,2.459779277,348.3703894,2669.338109,2556.51085,227.6933759,743.3785745,0,9.738583945,107.1244234,0,2.164129766,1.082064883,87.6472555,2392.445456,810.4665972,0,866.7339711,54.10324414,15.14890836,97520.53533,105.5235466,1842.608383,1.993821824,1598.42323,1.729597645,-0.441013744,0.635922764,0.176960533,-0.054347552,25387.62546,27471.05797,1945.171811,6537.366735,3.360817126,2.535717,102,1870,,807,31,158,2578,241,6,20,,400,31,,2270,40.22530905,737.4639993,0,318.2531805,12.22533903,62.30979246,1016.674968,95.04215179,2.36619465,7.887315501,0,157.74631,12.22533903,0,895.2103094,-0.430492502,-0.091915113,0.358865452,-0.207322832,473,277,140,88,51,27,50,104,128,133,127,174,179,183,152,177,143,148,204,231,256,361,409,538,4753
190,1.919678,35,18.23222436,1,0.520920696,2,7,3748.862449,989.4093337,472.8738188,0,5211.145602,1.952860036,0.515403799,0.246329759,0,2.714593594,0,5198.744558,491.1778852,2095.042286,1711.745407,0,4.167365569,148.4623984,1.041841392,2.60460348,0.520920696,76.57534232,50.00838682,17.71130367,0,41.15273499,4.688286265,67.71969049,75736.31278,39.45261277,7341.657127,3.824421141,2251.064908,1.172626299,-0.347880054,-0.211029106,-0.268437259,-0.298553727,20040.96785,10439.75492,1912.718107,7070.711656,3.696682554,3.8731084,343,64,,832,37,177,323,254,4,1774,2,443,253,,6698,88.55935971,16.5241954,0,214.8145402,9.553050465,45.6997279,83.39554865,65.58040049,1.032762212,458.0300412,0.516381106,114.378415,65.32220993,0,1729.360325,-0.115701598,-0.120789776,0.103379287,-0.074747546,453,271,129,72,30,67,60,51,121,163,155,135,114,163,111,129,109,142,180,166,235,297,343,430,4126
191,1.591048,22,13.8273641,2,1.2570331,9,15,4639.285482,706.9636089,0,975.9003841,6322.149475,2.915867706,0.444338329,0,0.613369543,3.973575577,0,5410.014204,3912.5522,2977.903101,515.3835711,5.656648951,2.5140662,64.73720466,9.427748251,130.1029259,0.62851655,67.87978741,394.0798769,1265.832332,0,47.13874126,18.22697995,4.399615851,70831.95637,44.51905685,5856.423874,3.680859329,2075.712442,1.304619623,-0.226853193,-0.183155378,-0.165089867,-0.203498517,34974.55285,21982.0853,1871.567568,7522.878788,4.01956035,2.8353546,794,2028,,86,49,55,860,233,2,426,15,400,45,9,1766,280.0355201,715.2544518,0,30.33130318,17.28178902,19.39792645,303.3130318,82.17667025,0.705379144,150.2457576,5.290343578,141.0758288,15.87103073,3.174206147,622.8497839,-0.269483489,-0.260891588,-0.142587989,-0.243320163,369,217,122,55,36,15,41,114,156,133,121,148,169,190,127,108,140,159,173,249,260,308,378,433,4221
192,2.354431,23,9.768814631,2,0.849462142,14,23,8323.931782,612.4570155,202.1888674,781.110708,9919.688373,3.53543246,0.260129524,0.085875894,0.331761988,4.213199866,293.2341571,3073.054678,382.7285554,57.01068993,456.1611702,0,7.645159276,40.34945174,0,5.521503922,0,8.494621418,1182.451301,8.494621418,0,2.123655355,25.90859533,734.3600216,30756.08084,13.06306315,3789.412766,1.609481342,2001.869393,0.850256131,-0.246285245,-0.080871687,-0.13333653,-0.18312769,21678.47918,9207.523678,1793.224742,6587.848702,3.673744036,2.9707603,323,36,,5099,46,1766,2380,2045,,35,,158,243,2,3046,108.7263755,12.11810997,0,1716.395631,15.48425162,594.4606167,801.1417145,688.3759689,0,11.7814958,0,53.18503819,81.79724227,0.673228331,1025.326749,0.072781959,0.708256358,2.417392939,0.657249483,477,310,154,86,55,55,81,134,171,248,226,235,252,212,189,236,209,234,224,260,322,448,545,503,5866
193,2.14967,19,8.838565919,0,0,,,5740.87938,3472.886683,0,990.2767429,10204.04281,2.67058636,1.615544099,0,0.460664541,4.746794999,230.1634689,4795.731635,717.2984452,0,1496.043579,0,1.39556304,46.05358032,0,0.93037536,0,39.5409528,18.14231952,4.18668912,0,10.23412896,4.18668912,25.12013472,78576.91987,36.55301505,3136.550661,1.459084725,,,-0.306957705,-0.253396062,-0.274556712,-0.287378727,30701.6469,14282.02789,1677.804527,5834.737219,3.477602501,2.7541919,309,36,,5088,5,1878,633,2126,,21,,154,118,,3545,112.1926181,13.07098463,0,1847.365828,1.815414532,681.8696983,229.8314798,771.9142591,0,7.624741036,0,55.91476759,42.84378296,0,1287.128903,0.102154873,0.732255763,2.67444051,0.729166619,386,248,132,67,44,24,36,73,104,90,130,119,111,121,94,87,104,110,146,155,258,307,385,418,3749
194,1.086514,21,19.32786876,1,0.920374703,44,50,989.2205592,585.4658922,1727.472926,0,3302.159377,0.910453578,0.538847997,1.589922381,0,3.039223956,2607.126642,2709.211836,1879.164889,496.6995429,687.5199031,0.920374703,2.761124109,141.7377043,0,9.203747029,3.681498812,76.39110034,101.2412173,1009.651049,0,0,3.681498812,25.77049168,106384.8749,97.91394767,3026.03445,2.785085558,1434.13796,1.319944299,-0.359980057,-0.262536504,-0.2761808,-0.319167946,30716.49725,28270.68703,1876.143299,6816.373292,3.633183721,2.3846455,90,1850,,797,17,92,2453,147,5,18,5,521,20,,2296,37.74145885,775.7966541,0,334.2215856,7.128942226,38.58015793,1028.664428,61.64438278,2.096747714,7.548291769,2.096747714,218.4811118,8.386990855,0,962.8265501,-0.438265331,-0.107154352,0.399597567,-0.20737122,192,124,45,36,22,11,57,69,57,66,89,113,90,73,104,97,79,79,97,131,99,133,179,199,2241
195,3.226422,30,9.298225713,1,0.309940857,31,36,7708.8115,3225.613062,1680.300452,0,12614.72501,2.389275643,0.999749277,0.520793762,0,3.909818683,2281.181625,5998.927533,0,6922.456413,1567.060973,0,37.50284371,33.16367171,6.198817142,1.239763428,0,11.46781171,75.00568741,1085.412882,0,157.1400145,6.198817142,12.39763428,143011.9899,44.32525873,7481.490529,2.318819587,288.0616874,0.089282086,-0.358300622,-0.125492609,-0.241282812,-0.278175303,22174.36408,6872.741408,1710.287037,6480.046353,3.7888648,4.9736972,226,5197,,474,462,1258,2398,60,1,22,20,529,147,,7099,45.43903477,1044.896742,0,95.30133841,92.8886463,252.9305564,482.136307,12.06346056,0.201057676,4.423268871,4.021153519,106.3595106,29.55547837,0,1427.308442,-0.392540354,0.20098315,-0.221125379,-0.233920554,827,457,202,116,51,34,59,206,206,322,373,423,407,454,326,435,422,325,379,502,625,657,847,1017,9672
196,1.449529,25,17.24698161,3,2.069637793,16,25,5860.771418,3112.719421,0,0,8973.490839,4.043224674,2.147400584,0,0,6.190625258,3017.826078,4991.391255,1980.497399,2380.582999,2285.570002,1.379758528,166.9507819,77.26647759,1.379758528,20.00649866,0,1380.448408,303.5468763,39.32311806,0,14.48746455,4.82915485,49.67130702,132959.2179,91.72580741,3828.784273,2.641398877,3398.341775,2.344445524,-0.14162489,-0.344257557,-0.245758797,-0.211841844,14564.47669,10047.73046,1662.724846,6389.82551,3.842984319,3.2173676,420,65,,5365,25,131,5627,2008,,52,18,233,774,4,2534,130.5415023,20.20285155,0,1667.512286,7.770327519,40.7165162,1748.945318,624.1127063,0,16.16228124,5.594635813,72.41945247,240.56934,1.243252403,787.6003973,-0.006039994,0.548763266,2.280571733,0.550208684,537,303,181,99,96,55,86,121,185,202,243,241,293,305,256,256,240,248,290,342,371,419,538,610,6517
197,1.616044,35,21.65782615,2,1.237590066,35,51,2264.563236,1546.315733,1393.961441,0,5204.84041,1.401300482,0.956852495,0.862576416,0,3.220729392,485.6488835,3664.432435,87.3656672,1369.891527,472.14061,0,38.36529203,120.0462364,0,513.5998772,0,30.32095661,1476.444948,513.5998772,0,31.55854667,3.712770197,357.663529,97871.65024,60.56249102,5615.54967,3.474874242,1948.129283,1.205492724,0.073907437,-0.010059436,-0.319131101,-0.02829097,14549.5846,9003.21068,1724.852156,6152.251361,3.566828229,3.7711353,897,6185,,333,101,751,3015,25,10,2920,34,491,778,2,4465,237.8594054,1640.089657,0,88.30232105,26.78238567,199.1442736,799.4939879,6.629303382,2.651721353,774.3026351,9.0158526,130.1995184,206.3039213,0.530344271,1183.993584,0.251605473,-0.155914416,-0.2691406,0.065364827,399,270,138,80,53,42,91,130,219,212,256,240,263,248,277,251,228,295,234,338,336,432,470,490,5992
